financial_year,town_or_estate,flat_type,sold_or_rental,no_of_dwelling_units
2008,Ang Mo Kio,1-room,Rental Units,1318
2008,Ang Mo Kio,1-room,Sold Units,0
2008,Ang Mo Kio,2-room,Rental Units,2860
2008,Ang Mo Kio,2-room,Sold Units,633
2008,Ang Mo Kio,3-room,Rental Units,62
2008,Ang Mo Kio,3-room,Sold Units,24437
2008,Ang Mo Kio,4-room,Rental Units,3
2008,Ang Mo Kio,4-room,Sold Units,13023
2008,Ang Mo Kio,5-room,Rental Units,0
2008,Ang Mo Kio,5-room,Sold Units,5252
2008,Ang Mo Kio,Executive,Sold Units,481
2008,Ang Mo Kio,Studio Apartment,Rental Units,0
2008,Ang Mo Kio,Studio Apartment,Sold Units,0
2008,Ang Mo Kio,HUDC,Sold Units,0
2008,Bedok,1-room,Rental Units,2250
2008,Bedok,1-room,Sold Units,0
2008,Bedok,2-room,Rental Units,1155
2008,Bedok,2-room,Sold Units,670
2008,Bedok,3-room,Rental Units,28
2008,Bedok,3-room,Sold Units,22555
2008,Bedok,4-room,Rental Units,0
2008,Bedok,4-room,Sold Units,20247
2008,Bedok,5-room,Rental Units,0
2008,Bedok,5-room,Sold Units,10182
2008,Bedok,Executive,Sold Units,2712
2008,Bedok,Studio Apartment,Rental Units,0
2008,Bedok,Studio Apartment,Sold Units,130
2008,Bedok,HUDC,Sold Units,0
2008,Bishan,1-room,Rental Units,396
2008,Bishan,1-room,Sold Units,0
2008,Bishan,2-room,Rental Units,0
2008,Bishan,2-room,Sold Units,0
2008,Bishan,3-room,Rental Units,0
2008,Bishan,3-room,Sold Units,2359
2008,Bishan,4-room,Rental Units,0
2008,Bishan,4-room,Sold Units,9199
2008,Bishan,5-room,Rental Units,0
2008,Bishan,5-room,Sold Units,5395
2008,Bishan,Executive,Sold Units,1660
2008,Bishan,Studio Apartment,Rental Units,0
2008,Bishan,Studio Apartment,Sold Units,0
2008,Bishan,HUDC,Sold Units,358
2008,Bukit Batok,1-room,Rental Units,20
2008,Bukit Batok,1-room,Sold Units,0
2008,Bukit Batok,2-room,Rental Units,20
2008,Bukit Batok,2-room,Sold Units,0
2008,Bukit Batok,3-room,Rental Units,6
2008,Bukit Batok,3-room,Sold Units,10271
2008,Bukit Batok,4-room,Rental Units,0
2008,Bukit Batok,4-room,Sold Units,13850
2008,Bukit Batok,5-room,Rental Units,0
2008,Bukit Batok,5-room,Sold Units,4832
2008,Bukit Batok,Executive,Sold Units,2732
2008,Bukit Batok,Studio Apartment,Rental Units,0
2008,Bukit Batok,Studio Apartment,Sold Units,0
2008,Bukit Batok,HUDC,Sold Units,0
2008,Bukit Merah,1-room,Rental Units,4473
2008,Bukit Merah,1-room,Sold Units,258
2008,Bukit Merah,2-room,Rental Units,4980
2008,Bukit Merah,2-room,Sold Units,1018
2008,Bukit Merah,3-room,Rental Units,198
2008,Bukit Merah,3-room,Sold Units,16038
2008,Bukit Merah,4-room,Rental Units,96
2008,Bukit Merah,4-room,Sold Units,13832
2008,Bukit Merah,5-room,Rental Units,0
2008,Bukit Merah,5-room,Sold Units,9098
2008,Bukit Merah,Executive,Sold Units,44
2008,Bukit Merah,Studio Apartment,Rental Units,0
2008,Bukit Merah,Studio Apartment,Sold Units,212
2008,Bukit Merah,HUDC,Sold Units,0
2008,Bukit Panjang,1-room,Rental Units,0
2008,Bukit Panjang,1-room,Sold Units,0
2008,Bukit Panjang,2-room,Rental Units,0
2008,Bukit Panjang,2-room,Sold Units,0
2008,Bukit Panjang,3-room,Rental Units,0
2008,Bukit Panjang,3-room,Sold Units,2620
2008,Bukit Panjang,4-room,Rental Units,0
2008,Bukit Panjang,4-room,Sold Units,13980
2008,Bukit Panjang,5-room,Rental Units,0
2008,Bukit Panjang,5-room,Sold Units,9517
2008,Bukit Panjang,Executive,Sold Units,3381
2008,Bukit Panjang,Studio Apartment,Rental Units,0
2008,Bukit Panjang,Studio Apartment,Sold Units,0
2008,Bukit Panjang,HUDC,Sold Units,0
2008,Bukit Timah,1-room,Rental Units,0
2008,Bukit Timah,1-room,Sold Units,0
2008,Bukit Timah,2-room,Rental Units,0
2008,Bukit Timah,2-room,Sold Units,0
2008,Bukit Timah,3-room,Rental Units,0
2008,Bukit Timah,3-room,Sold Units,441
2008,Bukit Timah,4-room,Rental Units,0
2008,Bukit Timah,4-room,Sold Units,920
2008,Bukit Timah,5-room,Rental Units,0
2008,Bukit Timah,5-room,Sold Units,682
2008,Bukit Timah,Executive,Sold Units,380
2008,Bukit Timah,Studio Apartment,Rental Units,0
2008,Bukit Timah,Studio Apartment,Sold Units,0
2008,Bukit Timah,HUDC,Sold Units,0
2008,Central Area,1-room,Rental Units,2073
2008,Central Area,1-room,Sold Units,0
2008,Central Area,2-room,Rental Units,975
2008,Central Area,2-room,Sold Units,341
2008,Central Area,3-room,Rental Units,53
2008,Central Area,3-room,Sold Units,4695
2008,Central Area,4-room,Rental Units,14
2008,Central Area,4-room,Sold Units,2282
2008,Central Area,5-room,Rental Units,0
2008,Central Area,5-room,Sold Units,284
2008,Central Area,Executive,Sold Units,9
2008,Central Area,Studio Apartment,Rental Units,0
2008,Central Area,Studio Apartment,Sold Units,0
2008,Central Area,HUDC,Sold Units,38
2008,Choa Chu Kang,1-room,Rental Units,0
2008,Choa Chu Kang,1-room,Sold Units,0
2008,Choa Chu Kang,2-room,Rental Units,240
2008,Choa Chu Kang,2-room,Sold Units,0
2008,Choa Chu Kang,3-room,Rental Units,0
2008,Choa Chu Kang,3-room,Sold Units,1312
2008,Choa Chu Kang,4-room,Rental Units,0
2008,Choa Chu Kang,4-room,Sold Units,19437
2008,Choa Chu Kang,5-room,Rental Units,0
2008,Choa Chu Kang,5-room,Sold Units,13422
2008,Choa Chu Kang,Executive,Sold Units,4762
2008,Choa Chu Kang,Studio Apartment,Rental Units,0
2008,Choa Chu Kang,Studio Apartment,Sold Units,0
2008,Choa Chu Kang,HUDC,Sold Units,0
2008,Clementi,1-room,Rental Units,454
2008,Clementi,1-room,Sold Units,0
2008,Clementi,2-room,Rental Units,479
2008,Clementi,2-room,Sold Units,41
2008,Clementi,3-room,Rental Units,63
2008,Clementi,3-room,Sold Units,12128
2008,Clementi,4-room,Rental Units,0
2008,Clementi,4-room,Sold Units,7677
2008,Clementi,5-room,Rental Units,0
2008,Clementi,5-room,Sold Units,2408
2008,Clementi,Executive,Sold Units,623
2008,Clementi,Studio Apartment,Rental Units,0
2008,Clementi,Studio Apartment,Sold Units,0
2008,Clementi,HUDC,Sold Units,0
2008,Geylang,1-room,Rental Units,1044
2008,Geylang,1-room,Sold Units,0
2008,Geylang,2-room,Rental Units,2401
2008,Geylang,2-room,Sold Units,750
2008,Geylang,3-room,Rental Units,536
2008,Geylang,3-room,Sold Units,11453
2008,Geylang,4-room,Rental Units,0
2008,Geylang,4-room,Sold Units,9364
2008,Geylang,5-room,Rental Units,0
2008,Geylang,5-room,Sold Units,3601
2008,Geylang,Executive,Sold Units,831
2008,Geylang,Studio Apartment,Rental Units,0
2008,Geylang,Studio Apartment,Sold Units,107
2008,Geylang,HUDC,Sold Units,330
2008,Hougang,1-room,Rental Units,34
2008,Hougang,1-room,Sold Units,0
2008,Hougang,2-room,Rental Units,315
2008,Hougang,2-room,Sold Units,0
2008,Hougang,3-room,Rental Units,230
2008,Hougang,3-room,Sold Units,9219
2008,Hougang,4-room,Rental Units,6
2008,Hougang,4-room,Sold Units,23160
2008,Hougang,5-room,Rental Units,0
2008,Hougang,5-room,Sold Units,9923
2008,Hougang,Executive,Sold Units,4310
2008,Hougang,Studio Apartment,Rental Units,0
2008,Hougang,Studio Apartment,Sold Units,0
2008,Hougang,HUDC,Sold Units,622
2008,Jurong East,1-room,Rental Units,0
2008,Jurong East,1-room,Sold Units,0
2008,Jurong East,2-room,Rental Units,0
2008,Jurong East,2-room,Sold Units,0
2008,Jurong East,3-room,Rental Units,78
2008,Jurong East,3-room,Sold Units,6975
2008,Jurong East,4-room,Rental Units,0
2008,Jurong East,4-room,Sold Units,7333
2008,Jurong East,5-room,Rental Units,0
2008,Jurong East,5-room,Sold Units,5899
2008,Jurong East,Executive,Sold Units,1871
2008,Jurong East,Studio Apartment,Rental Units,0
2008,Jurong East,Studio Apartment,Sold Units,143
2008,Jurong East,HUDC,Sold Units,0
2008,Jurong West,1-room,Rental Units,84
2008,Jurong West,1-room,Sold Units,0
2008,Jurong West,2-room,Rental Units,1147
2008,Jurong West,2-room,Sold Units,123
2008,Jurong West,3-room,Rental Units,1475
2008,Jurong West,3-room,Sold Units,11107
2008,Jurong West,4-room,Rental Units,2
2008,Jurong West,4-room,Sold Units,27454
2008,Jurong West,5-room,Rental Units,0
2008,Jurong West,5-room,Sold Units,20860
2008,Jurong West,Executive,Sold Units,6506
2008,Jurong West,Studio Apartment,Rental Units,0
2008,Jurong West,Studio Apartment,Sold Units,0
2008,Jurong West,HUDC,Sold Units,0
2008,Kallang/Whampoa,1-room,Rental Units,4401
2008,Kallang/Whampoa,1-room,Sold Units,0
2008,Kallang/Whampoa,2-room,Rental Units,2025
2008,Kallang/Whampoa,2-room,Sold Units,444
2008,Kallang/Whampoa,3-room,Rental Units,57
2008,Kallang/Whampoa,3-room,Sold Units,12933
2008,Kallang/Whampoa,4-room,Rental Units,4
2008,Kallang/Whampoa,4-room,Sold Units,9079
2008,Kallang/Whampoa,5-room,Rental Units,0
2008,Kallang/Whampoa,5-room,Sold Units,4843
2008,Kallang/Whampoa,Executive,Sold Units,502
2008,Kallang/Whampoa,Studio Apartment,Rental Units,0
2008,Kallang/Whampoa,Studio Apartment,Sold Units,0
2008,Kallang/Whampoa,HUDC,Sold Units,0
2008,Marine Parade,1-room,Rental Units,0
2008,Marine Parade,1-room,Sold Units,0
2008,Marine Parade,2-room,Rental Units,1324
2008,Marine Parade,2-room,Sold Units,26
2008,Marine Parade,3-room,Rental Units,2
2008,Marine Parade,3-room,Sold Units,3041
2008,Marine Parade,4-room,Rental Units,0
2008,Marine Parade,4-room,Sold Units,1798
2008,Marine Parade,5-room,Rental Units,0
2008,Marine Parade,5-room,Sold Units,1674
2008,Marine Parade,Executive,Sold Units,0
2008,Marine Parade,Studio Apartment,Rental Units,0
2008,Marine Parade,Studio Apartment,Sold Units,0
2008,Marine Parade,HUDC,Sold Units,0
2008,Pasir Ris,1-room,Rental Units,0
2008,Pasir Ris,1-room,Sold Units,0
2008,Pasir Ris,2-room,Rental Units,0
2008,Pasir Ris,2-room,Sold Units,21
2008,Pasir Ris,3-room,Rental Units,4
2008,Pasir Ris,3-room,Sold Units,160
2008,Pasir Ris,4-room,Rental Units,0
2008,Pasir Ris,4-room,Sold Units,10716
2008,Pasir Ris,5-room,Rental Units,0
2008,Pasir Ris,5-room,Sold Units,9055
2008,Pasir Ris,Executive,Sold Units,7460
2008,Pasir Ris,Studio Apartment,Rental Units,0
2008,Pasir Ris,Studio Apartment,Sold Units,0
2008,Pasir Ris,HUDC,Sold Units,98
2008,Punggol,1-room,Rental Units,0
2008,Punggol,1-room,Sold Units,0
2008,Punggol,2-room,Rental Units,0
2008,Punggol,2-room,Sold Units,0
2008,Punggol,3-room,Rental Units,0
2008,Punggol,3-room,Sold Units,0
2008,Punggol,4-room,Rental Units,0
2008,Punggol,4-room,Sold Units,5704
2008,Punggol,5-room,Rental Units,0
2008,Punggol,5-room,Sold Units,10273
2008,Punggol,Executive,Sold Units,1126
2008,Punggol,Studio Apartment,Rental Units,0
2008,Punggol,Studio Apartment,Sold Units,0
2008,Punggol,HUDC,Sold Units,0
2008,Queenstown,1-room,Rental Units,575
2008,Queenstown,1-room,Sold Units,0
2008,Queenstown,2-room,Rental Units,1699
2008,Queenstown,2-room,Sold Units,1311
2008,Queenstown,3-room,Rental Units,157
2008,Queenstown,3-room,Sold Units,15323
2008,Queenstown,4-room,Rental Units,0
2008,Queenstown,4-room,Sold Units,6201
2008,Queenstown,5-room,Rental Units,0
2008,Queenstown,5-room,Sold Units,3338
2008,Queenstown,Executive,Sold Units,359
2008,Queenstown,Studio Apartment,Rental Units,0
2008,Queenstown,Studio Apartment,Sold Units,114
2008,Queenstown,HUDC,Sold Units,0
2008,Sembawang,1-room,Rental Units,0
2008,Sembawang,1-room,Sold Units,0
2008,Sembawang,2-room,Rental Units,0
2008,Sembawang,2-room,Sold Units,0
2008,Sembawang,3-room,Rental Units,0
2008,Sembawang,3-room,Sold Units,0
2008,Sembawang,4-room,Rental Units,0
2008,Sembawang,4-room,Sold Units,7238
2008,Sembawang,5-room,Rental Units,0
2008,Sembawang,5-room,Sold Units,7556
2008,Sembawang,Executive,Sold Units,2870
2008,Sembawang,Studio Apartment,Rental Units,0
2008,Sembawang,Studio Apartment,Sold Units,0
2008,Sembawang,HUDC,Sold Units,0
2008,Sengkang,1-room,Rental Units,0
2008,Sengkang,1-room,Sold Units,0
2008,Sengkang,2-room,Rental Units,0
2008,Sengkang,2-room,Sold Units,84
2008,Sengkang,3-room,Rental Units,0
2008,Sengkang,3-room,Sold Units,240
2008,Sengkang,4-room,Rental Units,0
2008,Sengkang,4-room,Sold Units,18468
2008,Sengkang,5-room,Rental Units,0
2008,Sengkang,5-room,Sold Units,19316
2008,Sengkang,Executive,Sold Units,4462
2008,Sengkang,Studio Apartment,Rental Units,0
2008,Sengkang,Studio Apartment,Sold Units,0
2008,Sengkang,HUDC,Sold Units,0
2008,Serangoon,1-room,Rental Units,0
2008,Serangoon,1-room,Sold Units,0
2008,Serangoon,2-room,Rental Units,88
2008,Serangoon,2-room,Sold Units,66
2008,Serangoon,3-room,Rental Units,0
2008,Serangoon,3-room,Sold Units,4547
2008,Serangoon,4-room,Rental Units,0
2008,Serangoon,4-room,Sold Units,10231
2008,Serangoon,5-room,Rental Units,0
2008,Serangoon,5-room,Sold Units,3751
2008,Serangoon,Executive,Sold Units,2365
2008,Serangoon,Studio Apartment,Rental Units,0
2008,Serangoon,Studio Apartment,Sold Units,0
2008,Serangoon,HUDC,Sold Units,244
2008,Tampines,1-room,Rental Units,154
2008,Tampines,1-room,Sold Units,0
2008,Tampines,2-room,Rental Units,126
2008,Tampines,2-room,Sold Units,4
2008,Tampines,3-room,Rental Units,20
2008,Tampines,3-room,Sold Units,12240
2008,Tampines,4-room,Rental Units,0
2008,Tampines,4-room,Sold Units,27093
2008,Tampines,5-room,Rental Units,0
2008,Tampines,5-room,Sold Units,16409
2008,Tampines,Executive,Sold Units,5845
2008,Tampines,Studio Apartment,Rental Units,0
2008,Tampines,Studio Apartment,Sold Units,208
2008,Tampines,HUDC,Sold Units,0
2008,Toa Payoh,1-room,Rental Units,1170
2008,Toa Payoh,1-room,Sold Units,0
2008,Toa Payoh,2-room,Rental Units,2956
2008,Toa Payoh,2-room,Sold Units,657
2008,Toa Payoh,3-room,Rental Units,42
2008,Toa Payoh,3-room,Sold Units,14897
2008,Toa Payoh,4-room,Rental Units,0
2008,Toa Payoh,4-room,Sold Units,9304
2008,Toa Payoh,5-room,Rental Units,0
2008,Toa Payoh,5-room,Sold Units,5209
2008,Toa Payoh,Executive,Sold Units,853
2008,Toa Payoh,Studio Apartment,Rental Units,0
2008,Toa Payoh,Studio Apartment,Sold Units,156
2008,Toa Payoh,HUDC,Sold Units,175
2008,Woodlands,1-room,Rental Units,932
2008,Woodlands,1-room,Sold Units,0
2008,Woodlands,2-room,Rental Units,385
2008,Woodlands,2-room,Sold Units,51
2008,Woodlands,3-room,Rental Units,75
2008,Woodlands,3-room,Sold Units,5380
2008,Woodlands,4-room,Rental Units,154
2008,Woodlands,4-room,Sold Units,25848
2008,Woodlands,5-room,Rental Units,0
2008,Woodlands,5-room,Sold Units,19010
2008,Woodlands,Executive,Sold Units,6190
2008,Woodlands,Studio Apartment,Rental Units,0
2008,Woodlands,Studio Apartment,Sold Units,0
2008,Woodlands,HUDC,Sold Units,0
2008,Yishun,1-room,Rental Units,16
2008,Yishun,1-room,Sold Units,0
2008,Yishun,2-room,Rental Units,16
2008,Yishun,2-room,Sold Units,0
2008,Yishun,3-room,Rental Units,61
2008,Yishun,3-room,Sold Units,13027
2008,Yishun,4-room,Rental Units,2
2008,Yishun,4-room,Sold Units,23301
2008,Yishun,5-room,Rental Units,0
2008,Yishun,5-room,Sold Units,7280
2008,Yishun,Executive,Sold Units,2741
2008,Yishun,Studio Apartment,Rental Units,0
2008,Yishun,Studio Apartment,Sold Units,169
2008,Yishun,HUDC,Sold Units,0
2009,Ang Mo Kio,1-room,Rental Units,1318
2009,Ang Mo Kio,1-room,Sold Units,0
2009,Ang Mo Kio,2-room,Rental Units,2855
2009,Ang Mo Kio,2-room,Sold Units,638
2009,Ang Mo Kio,3-room,Rental Units,58
2009,Ang Mo Kio,3-room,Sold Units,24439
2009,Ang Mo Kio,4-room,Rental Units,3
2009,Ang Mo Kio,4-room,Sold Units,13023
2009,Ang Mo Kio,5-room,Rental Units,0
2009,Ang Mo Kio,5-room,Sold Units,5252
2009,Ang Mo Kio,Executive,Sold Units,482
2009,Ang Mo Kio,Studio Apartment,Rental Units,0
2009,Ang Mo Kio,Studio Apartment,Sold Units,0
2009,Ang Mo Kio,HUDC,Sold Units,0
2009,Bedok,1-room,Rental Units,2250
2009,Bedok,1-room,Sold Units,0
2009,Bedok,2-room,Rental Units,1145
2009,Bedok,2-room,Sold Units,680
2009,Bedok,3-room,Rental Units,19
2009,Bedok,3-room,Sold Units,22344
2009,Bedok,4-room,Rental Units,0
2009,Bedok,4-room,Sold Units,19741
2009,Bedok,5-room,Rental Units,0
2009,Bedok,5-room,Sold Units,10180
2009,Bedok,Executive,Sold Units,2712
2009,Bedok,Studio Apartment,Rental Units,0
2009,Bedok,Studio Apartment,Sold Units,130
2009,Bedok,HUDC,Sold Units,0
2009,Bishan,1-room,Rental Units,396
2009,Bishan,1-room,Sold Units,0
2009,Bishan,2-room,Rental Units,0
2009,Bishan,2-room,Sold Units,0
2009,Bishan,3-room,Rental Units,0
2009,Bishan,3-room,Sold Units,2359
2009,Bishan,4-room,Rental Units,0
2009,Bishan,4-room,Sold Units,9199
2009,Bishan,5-room,Rental Units,0
2009,Bishan,5-room,Sold Units,5395
2009,Bishan,Executive,Sold Units,1660
2009,Bishan,Studio Apartment,Rental Units,0
2009,Bishan,Studio Apartment,Sold Units,0
2009,Bishan,HUDC,Sold Units,358
2009,Bukit Batok,1-room,Rental Units,20
2009,Bukit Batok,1-room,Sold Units,0
2009,Bukit Batok,2-room,Rental Units,20
2009,Bukit Batok,2-room,Sold Units,0
2009,Bukit Batok,3-room,Rental Units,5
2009,Bukit Batok,3-room,Sold Units,10272
2009,Bukit Batok,4-room,Rental Units,0
2009,Bukit Batok,4-room,Sold Units,13850
2009,Bukit Batok,5-room,Rental Units,0
2009,Bukit Batok,5-room,Sold Units,4832
2009,Bukit Batok,Executive,Sold Units,2732
2009,Bukit Batok,Studio Apartment,Rental Units,0
2009,Bukit Batok,Studio Apartment,Sold Units,0
2009,Bukit Batok,HUDC,Sold Units,0
2009,Bukit Merah,1-room,Rental Units,4473
2009,Bukit Merah,1-room,Sold Units,258
2009,Bukit Merah,2-room,Rental Units,4980
2009,Bukit Merah,2-room,Sold Units,1018
2009,Bukit Merah,3-room,Rental Units,195
2009,Bukit Merah,3-room,Sold Units,16041
2009,Bukit Merah,4-room,Rental Units,96
2009,Bukit Merah,4-room,Sold Units,13832
2009,Bukit Merah,5-room,Rental Units,0
2009,Bukit Merah,5-room,Sold Units,9098
2009,Bukit Merah,Executive,Sold Units,44
2009,Bukit Merah,Studio Apartment,Rental Units,0
2009,Bukit Merah,Studio Apartment,Sold Units,212
2009,Bukit Merah,HUDC,Sold Units,0
2009,Bukit Panjang,1-room,Rental Units,0
2009,Bukit Panjang,1-room,Sold Units,0
2009,Bukit Panjang,2-room,Rental Units,0
2009,Bukit Panjang,2-room,Sold Units,0
2009,Bukit Panjang,3-room,Rental Units,0
2009,Bukit Panjang,3-room,Sold Units,2620
2009,Bukit Panjang,4-room,Rental Units,0
2009,Bukit Panjang,4-room,Sold Units,13980
2009,Bukit Panjang,5-room,Rental Units,0
2009,Bukit Panjang,5-room,Sold Units,9517
2009,Bukit Panjang,Executive,Sold Units,3381
2009,Bukit Panjang,Studio Apartment,Rental Units,0
2009,Bukit Panjang,Studio Apartment,Sold Units,0
2009,Bukit Panjang,HUDC,Sold Units,0
2009,Bukit Timah,1-room,Rental Units,0
2009,Bukit Timah,1-room,Sold Units,0
2009,Bukit Timah,2-room,Rental Units,0
2009,Bukit Timah,2-room,Sold Units,0
2009,Bukit Timah,3-room,Rental Units,0
2009,Bukit Timah,3-room,Sold Units,441
2009,Bukit Timah,4-room,Rental Units,0
2009,Bukit Timah,4-room,Sold Units,920
2009,Bukit Timah,5-room,Rental Units,0
2009,Bukit Timah,5-room,Sold Units,682
2009,Bukit Timah,Executive,Sold Units,380
2009,Bukit Timah,Studio Apartment,Rental Units,0
2009,Bukit Timah,Studio Apartment,Sold Units,0
2009,Bukit Timah,HUDC,Sold Units,0
2009,Central Area,1-room,Rental Units,2073
2009,Central Area,1-room,Sold Units,0
2009,Central Area,2-room,Rental Units,971
2009,Central Area,2-room,Sold Units,345
2009,Central Area,3-room,Rental Units,53
2009,Central Area,3-room,Sold Units,4693
2009,Central Area,4-room,Rental Units,14
2009,Central Area,4-room,Sold Units,3514
2009,Central Area,5-room,Rental Units,0
2009,Central Area,5-room,Sold Units,901
2009,Central Area,Executive,Sold Units,9
2009,Central Area,Studio Apartment,Rental Units,0
2009,Central Area,Studio Apartment,Sold Units,0
2009,Central Area,HUDC,Sold Units,38
2009,Choa Chu Kang,1-room,Rental Units,182
2009,Choa Chu Kang,1-room,Sold Units,0
2009,Choa Chu Kang,2-room,Rental Units,396
2009,Choa Chu Kang,2-room,Sold Units,0
2009,Choa Chu Kang,3-room,Rental Units,0
2009,Choa Chu Kang,3-room,Sold Units,1312
2009,Choa Chu Kang,4-room,Rental Units,0
2009,Choa Chu Kang,4-room,Sold Units,19437
2009,Choa Chu Kang,5-room,Rental Units,0
2009,Choa Chu Kang,5-room,Sold Units,13422
2009,Choa Chu Kang,Executive,Sold Units,4762
2009,Choa Chu Kang,Studio Apartment,Rental Units,0
2009,Choa Chu Kang,Studio Apartment,Sold Units,0
2009,Choa Chu Kang,HUDC,Sold Units,0
2009,Clementi,1-room,Rental Units,454
2009,Clementi,1-room,Sold Units,0
2009,Clementi,2-room,Rental Units,479
2009,Clementi,2-room,Sold Units,41
2009,Clementi,3-room,Rental Units,60
2009,Clementi,3-room,Sold Units,12127
2009,Clementi,4-room,Rental Units,0
2009,Clementi,4-room,Sold Units,7677
2009,Clementi,5-room,Rental Units,0
2009,Clementi,5-room,Sold Units,2409
2009,Clementi,Executive,Sold Units,624
2009,Clementi,Studio Apartment,Rental Units,0
2009,Clementi,Studio Apartment,Sold Units,0
2009,Clementi,HUDC,Sold Units,0
2009,Geylang,1-room,Rental Units,1044
2009,Geylang,1-room,Sold Units,0
2009,Geylang,2-room,Rental Units,2400
2009,Geylang,2-room,Sold Units,751
2009,Geylang,3-room,Rental Units,533
2009,Geylang,3-room,Sold Units,11456
2009,Geylang,4-room,Rental Units,0
2009,Geylang,4-room,Sold Units,9457
2009,Geylang,5-room,Rental Units,0
2009,Geylang,5-room,Sold Units,3601
2009,Geylang,Executive,Sold Units,831
2009,Geylang,Studio Apartment,Rental Units,0
2009,Geylang,Studio Apartment,Sold Units,107
2009,Geylang,HUDC,Sold Units,330
2009,Hougang,1-room,Rental Units,34
2009,Hougang,1-room,Sold Units,0
2009,Hougang,2-room,Rental Units,315
2009,Hougang,2-room,Sold Units,0
2009,Hougang,3-room,Rental Units,230
2009,Hougang,3-room,Sold Units,9219
2009,Hougang,4-room,Rental Units,6
2009,Hougang,4-room,Sold Units,23160
2009,Hougang,5-room,Rental Units,0
2009,Hougang,5-room,Sold Units,9923
2009,Hougang,Executive,Sold Units,4310
2009,Hougang,Studio Apartment,Rental Units,0
2009,Hougang,Studio Apartment,Sold Units,0
2009,Hougang,HUDC,Sold Units,622
2009,Jurong East,1-room,Rental Units,0
2009,Jurong East,1-room,Sold Units,0
2009,Jurong East,2-room,Rental Units,0
2009,Jurong East,2-room,Sold Units,0
2009,Jurong East,3-room,Rental Units,76
2009,Jurong East,3-room,Sold Units,6977
2009,Jurong East,4-room,Rental Units,0
2009,Jurong East,4-room,Sold Units,7333
2009,Jurong East,5-room,Rental Units,0
2009,Jurong East,5-room,Sold Units,5899
2009,Jurong East,Executive,Sold Units,1871
2009,Jurong East,Studio Apartment,Rental Units,0
2009,Jurong East,Studio Apartment,Sold Units,143
2009,Jurong East,HUDC,Sold Units,0
2009,Jurong West,1-room,Rental Units,84
2009,Jurong West,1-room,Sold Units,0
2009,Jurong West,2-room,Rental Units,1049
2009,Jurong West,2-room,Sold Units,221
2009,Jurong West,3-room,Rental Units,1082
2009,Jurong West,3-room,Sold Units,11502
2009,Jurong West,4-room,Rental Units,1
2009,Jurong West,4-room,Sold Units,27455
2009,Jurong West,5-room,Rental Units,0
2009,Jurong West,5-room,Sold Units,20860
2009,Jurong West,Executive,Sold Units,6506
2009,Jurong West,Studio Apartment,Rental Units,0
2009,Jurong West,Studio Apartment,Sold Units,0
2009,Jurong West,HUDC,Sold Units,0
2009,Kallang/Whampoa,1-room,Rental Units,4401
2009,Kallang/Whampoa,1-room,Sold Units,0
2009,Kallang/Whampoa,2-room,Rental Units,2024
2009,Kallang/Whampoa,2-room,Sold Units,445
2009,Kallang/Whampoa,3-room,Rental Units,54
2009,Kallang/Whampoa,3-room,Sold Units,12936
2009,Kallang/Whampoa,4-room,Rental Units,3
2009,Kallang/Whampoa,4-room,Sold Units,9080
2009,Kallang/Whampoa,5-room,Rental Units,0
2009,Kallang/Whampoa,5-room,Sold Units,4843
2009,Kallang/Whampoa,Executive,Sold Units,502
2009,Kallang/Whampoa,Studio Apartment,Rental Units,0
2009,Kallang/Whampoa,Studio Apartment,Sold Units,0
2009,Kallang/Whampoa,HUDC,Sold Units,0
2009,Marine Parade,1-room,Rental Units,0
2009,Marine Parade,1-room,Sold Units,0
2009,Marine Parade,2-room,Rental Units,1324
2009,Marine Parade,2-room,Sold Units,26
2009,Marine Parade,3-room,Rental Units,2
2009,Marine Parade,3-room,Sold Units,3039
2009,Marine Parade,4-room,Rental Units,0
2009,Marine Parade,4-room,Sold Units,1798
2009,Marine Parade,5-room,Rental Units,0
2009,Marine Parade,5-room,Sold Units,1675
2009,Marine Parade,Executive,Sold Units,0
2009,Marine Parade,Studio Apartment,Rental Units,0
2009,Marine Parade,Studio Apartment,Sold Units,0
2009,Marine Parade,HUDC,Sold Units,0
2009,Pasir Ris,1-room,Rental Units,0
2009,Pasir Ris,1-room,Sold Units,0
2009,Pasir Ris,2-room,Rental Units,0
2009,Pasir Ris,2-room,Sold Units,21
2009,Pasir Ris,3-room,Rental Units,3
2009,Pasir Ris,3-room,Sold Units,161
2009,Pasir Ris,4-room,Rental Units,0
2009,Pasir Ris,4-room,Sold Units,10716
2009,Pasir Ris,5-room,Rental Units,0
2009,Pasir Ris,5-room,Sold Units,9055
2009,Pasir Ris,Executive,Sold Units,7460
2009,Pasir Ris,Studio Apartment,Rental Units,0
2009,Pasir Ris,Studio Apartment,Sold Units,0
2009,Pasir Ris,HUDC,Sold Units,98
2009,Punggol,1-room,Rental Units,416
2009,Punggol,1-room,Sold Units,0
2009,Punggol,2-room,Rental Units,96
2009,Punggol,2-room,Sold Units,0
2009,Punggol,3-room,Rental Units,0
2009,Punggol,3-room,Sold Units,0
2009,Punggol,4-room,Rental Units,0
2009,Punggol,4-room,Sold Units,6069
2009,Punggol,5-room,Rental Units,0
2009,Punggol,5-room,Sold Units,10273
2009,Punggol,Executive,Sold Units,1126
