flat,mrt,mrt_dist,num_mrt_2km
360B ADMIRALTY DR,SEMBAWANG MRT STATION,0.5373128403988795,2
218 YISHUN ST 21,YISHUN MRT STATION,0.41276462125915764,2
586 WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.17742721924008292,4
53 KENT RD,FARRER PARK MRT STATION,0.5154902813606974,16
278 BISHAN ST 24,BISHAN MRT STATION,0.8901612236788836,5
3 HOLLAND CL,HOLLAND VILLAGE MRT STATION,0.4038957485227936,7
431D YISHUN AVE 1,KHATIB MRT STATION,1.5828660904279734,2
475B UPP SERANGOON CRES,KANGKAR LRT STATION,0.9393649358559055,9
530 BT BATOK ST 51,BUKIT GOMBAK MRT STATION,0.29961109995581353,3
22 JLN MEMBINA,TIONG BAHRU MRT STATION,0.1579613964888948,5
871 YISHUN ST 81,KHATIB MRT STATION,0.6826840616649902,2
631 JURONG WEST ST 65,PIONEER MRT STATION,0.6793142496818159,2
269A PUNGGOL FIELD,SOO TECK LRT STATION,0.29235743156731303,22
118 LOR 1 TOA PAYOH,BRADDELL MRT STATION,0.23416776500494102,7
349 YISHUN AVE 11,YISHUN MRT STATION,1.0025187006400633,2
405 BT BATOK WEST AVE 7,BUKIT GOMBAK MRT STATION,1.060930537862923,5
301 CLEMENTI AVE 4,CLEMENTI MRT STATION,0.7998410846501814,2
2 EAST COAST RD,BEDOK MRT STATION,1.5173782733385413,2
682 RACE COURSE RD,FARRER PARK MRT STATION,0.26810144381527906,18
115 JURONG EAST ST 13,CHINESE GARDEN MRT STATION,0.42758328964841474,5
602 YISHUN ST 61,KHATIB MRT STATION,0.6804201166128834,2
419 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.72046775931697,4
989B JURONG WEST ST 93,PIONEER MRT STATION,0.3385428452438175,2
299A TAMPINES ST 22,TAMPINES EAST MRT STATION,0.6879964248086883,8
628 YISHUN ST 61,KHATIB MRT STATION,0.4492319131980925,2
211A COMPASSVALE LANE,RANGGUNG LRT STATION,0.23628931762106892,16
272A PUNGGOL WALK,PUNGGOL MRT STATION,0.21864520663814396,23
303A ANCHORVALE LINK,RENJONG LRT STATION,0.04835326036517742,16
119 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.5418028801511819,2
705 WOODLANDS DR 40,ADMIRALTY MRT STATION,0.5464695704817677,4
101 C'WEALTH CRES,HOLLAND VILLAGE MRT STATION,0.6646743532116842,7
270 TAMPINES ST 21,TAMPINES MRT STATION,0.5639595415984924,6
305 UBI AVE 1,UBI MRT STATION,0.33546352592601425,10
276 CHOA CHU KANG AVE 2,SOUTH VIEW LRT STATION,0.13656599108719014,8
4 TECK WHYE AVE,KEAT HONG LRT STATION,0.5550930152187671,15
9 TOH YI DR,BEAUTY WORLD MRT STATION,0.4097134589129024,2
112 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.7997980749700153,1
804 KING GEORGE'S AVE,LAVENDER MRT STATION,0.23301555325999188,24
829 YISHUN ST 81,KHATIB MRT STATION,0.3169538767691742,2
204C PUNGGOL FIELD,COVE LRT STATION,0.3477281734889562,25
698A HOUGANG ST 61,HOUGANG MRT STATION,0.6943884221719777,7
202 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.5839508941825478,4
2 REDHILL CL,REDHILL MRT STATION,0.5720499461210522,4
864 WOODLANDS ST 83,ADMIRALTY MRT STATION,0.6691150016374805,4
59B GEYLANG BAHRU,GEYLANG BAHRU MRT STATION,0.4388553524813029,10
220 SERANGOON AVE 4,SERANGOON MRT STATION,0.9006760096752175,5
367 CORPORATION DR,LAKESIDE MRT STATION,0.7537065329052235,3
273 PASIR RIS ST 21,TAMPINES EAST MRT STATION,1.4270945181516075,2
737 YISHUN ST 72,YISHUN MRT STATION,0.2895404713093968,2
445 HOUGANG AVE 8,BUANGKOK MRT STATION,0.4356108970643422,12
848 YISHUN ST 81,KHATIB MRT STATION,0.2822193365461322,2
444 CHOA CHU KANG AVE 4,CHOA CHU KANG LRT STATION,0.8694343461043662,5
244 BT PANJANG RING RD,BANGKIT LRT STATION,0.1372456124193546,12
337 HOUGANG AVE 7,HOUGANG MRT STATION,0.688272774795102,5
658 YISHUN AVE 4,KHATIB MRT STATION,0.8794637042667561,2
315B YISHUN AVE 9,YISHUN MRT STATION,0.8851984261291485,2
870 WOODLANDS ST 81,WOODLANDS MRT STATION,0.7597050216030796,4
205A PUNGGOL FIELD,COVE LRT STATION,0.4342665595149675,26
2 HOLLAND AVE,HOLLAND VILLAGE MRT STATION,0.28443575750894273,8
556 JURONG WEST ST 42,LAKESIDE MRT STATION,1.0920315711197424,1
20 LOR 7 TOA PAYOH,TOA PAYOH MRT STATION,1.10952513305056,7
607 HOUGANG AVE 4,HOUGANG MRT STATION,0.7001546928739445,5
175 WOODLANDS ST 13,MARSILING MRT STATION,0.42585151604022725,5
11 HOLLAND DR,HOLLAND VILLAGE MRT STATION,0.3888348529758304,7
981D BUANGKOK CRES,TONGKANG LRT STATION,1.2206856815679956,8
680 WOODLANDS AVE 6,ADMIRALTY MRT STATION,0.1634607269028284,4
346 WOODLANDS ST 32,WOODLANDS MRT STATION,0.7538944517909134,4
115 BEDOK NTH RD,BEDOK RESERVOIR MRT STATION,0.7720252027548504,4
276 YISHUN ST 22,YISHUN MRT STATION,0.97877969014675,1
668C JURONG WEST ST 64,BOON LAY MRT STATION,0.42547129864889105,3
19 GHIM MOH RD,BUONA VISTA MRT STATION,0.5160117148032097,6
482 SEGAR RD,SEGAR LRT STATION,0.3349517064742724,11
103 HOUGANG AVE 1,KOVAN MRT STATION,0.801488922302533,4
22 EUNOS CRES,EUNOS MRT STATION,0.5647702086845104,9
738 JURONG WEST ST 75,PIONEER MRT STATION,1.0127294391377089,2
34 CIRCUIT RD,MACPHERSON MRT STATION,0.3901386826524337,10
221 PENDING RD,PENDING LRT STATION,0.255670256265234,13
179 WOODLANDS ST 13,MARSILING MRT STATION,0.5229373459564622,4
596C ANG MO KIO ST 52,ANG MO KIO MRT STATION,0.23095461365295247,2
164 WOODLANDS ST 13,MARSILING MRT STATION,0.05800968406771492,4
418 PASIR RIS DR 6,PASIR RIS MRT STATION,0.5872378043828473,2
574 HOUGANG ST 51,BUANGKOK MRT STATION,0.9109660812568504,11
49 LOR 5 TOA PAYOH,BRADDELL MRT STATION,0.7823741014585129,9
805 KING GEORGE'S AVE,LAVENDER MRT STATION,0.23886379289041842,24
432 JURONG WEST ST 42,LAKESIDE MRT STATION,0.9624191227226615,2
27 BALAM RD,MATTAR MRT STATION,0.5108893297146178,12
675B JURONG WEST ST 64,BOON LAY MRT STATION,0.8364803031402097,3
261 BISHAN ST 22,BISHAN MRT STATION,1.0479276848726595,4
309A ANCHORVALE RD,TONGKANG LRT STATION,0.2627823228289065,15
8 TG PAGAR PLAZA,TANJONG PAGAR MRT STATION,0.33839777542023103,15
172C EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.1700797770355105,16
302 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.429183870649152,2
427 YISHUN AVE 11,YISHUN MRT STATION,1.6691362749657623,2
180D RIVERVALE CRES,RUMBIA LRT STATION,0.5470219661627105,16
744 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.6157031161583285,4
239 COMPASSVALE WALK,SENGKANG MRT STATION,0.3024819619344391,20
899C WOODLANDS DR 50,ADMIRALTY MRT STATION,0.7783371095912905,4
419 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,0.4551699492455469,7
115 HO CHING RD,LAKESIDE MRT STATION,1.2403546894918664,4
34 JLN BT HO SWEE,TIONG BAHRU MRT STATION,0.20837391724610255,9
331 JURONG EAST AVE 1,CHINESE GARDEN MRT STATION,0.9685577656327566,2
353C ADMIRALTY DR,SEMBAWANG MRT STATION,0.10290107008057857,1
670 HOUGANG AVE 8,HOUGANG MRT STATION,0.8662208045739985,6
616 HOUGANG AVE 8,KOVAN MRT STATION,0.9769710839156547,3
312B ANCHORVALE LANE,TONGKANG LRT STATION,0.266418466867627,14
5 TELOK BLANGAH CRES,TIONG BAHRU MRT STATION,1.198257800525052,6
632 JURONG WEST ST 65,PIONEER MRT STATION,0.755596488493833,2
506 BISHAN ST 11,BISHAN MRT STATION,0.2168107813087136,7
286 BT BATOK EAST AVE 3,BUKIT BATOK MRT STATION,1.0167040276854515,3
513 JELAPANG RD,SEGAR LRT STATION,0.21286003636622383,11
236 CHOA CHU KANG CTRL,KEAT HONG LRT STATION,0.16544519625524132,12
232 BT BATOK EAST AVE 5,BUKIT BATOK MRT STATION,0.5965308824243951,2
142 BT BATOK ST 11,BUKIT BATOK MRT STATION,0.7565277434772115,5
323 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.31360157885433954,4
281 CHOA CHU KANG AVE 3,SOUTH VIEW LRT STATION,0.30187008933746096,8
139 BT BATOK WEST AVE 6,BUKIT BATOK MRT STATION,0.6451283123667652,5
711 PASIR RIS ST 72,PASIR RIS MRT STATION,1.5702754654702125,1
109 SERANGOON NTH AVE 1,KOVAN MRT STATION,1.914441472521321,1
139 BISHAN ST 12,BISHAN MRT STATION,0.7775988502803606,7
406C FERNVALE RD,FERNVALE LRT STATION,0.3964573993631256,7
188 BISHAN ST 13,BISHAN MRT STATION,0.3278657738545337,7
335A SMITH ST,CHINATOWN MRT STATION,0.25596224037941623,23
932 YISHUN CTRL 1,YISHUN MRT STATION,0.4160353340386674,2
766 YISHUN AVE 3,YISHUN MRT STATION,0.5371802363828249,2
116 EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.27872418574136154,23
361 WOODLANDS AVE 5,WOODLANDS MRT STATION,0.3777997382747191,5
167D PUNGGOL EAST,RIVIERA LRT STATION,0.17943594978533253,14
340 CHOA CHU KANG LOOP,CHOA CHU KANG LRT STATION,0.1578027463813574,10
22 TELOK BLANGAH CRES,HARBOURFRONT MRT STATION,1.2391496713583567,6
546 CHOA CHU KANG ST 52,YEW TEE MRT STATION,0.6820718757841915,5
139 BEDOK RESERVOIR RD,BEDOK NORTH MRT STATION,0.46511586587427345,4
23 DOVER CRES,DOVER MRT STATION,0.7067011180988346,7
917 JURONG WEST ST 91,PIONEER MRT STATION,1.1020842791913406,2
222 BISHAN ST 23,BISHAN MRT STATION,0.7507684873043609,6
176A EDGEFIELD PLAINS,MERIDIAN LRT STATION,0.24651411263243755,23
183 PASIR RIS ST 11,TAMPINES EAST MRT STATION,1.1760373413237646,2
319A ANCHORVALE DR,RENJONG LRT STATION,0.4302767038467795,17
774 YISHUN AVE 3,KHATIB MRT STATION,0.6907041178990322,2
9 JLN BATU,MOUNTBATTEN MRT STATION,0.376163948665884,6
321 TAH CHING RD,LAKESIDE MRT STATION,0.8591227910470676,2
207 BISHAN ST 23,BISHAN MRT STATION,0.38398477812424364,6
650 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.2573550192976858,4
804 YISHUN RING RD,KHATIB MRT STATION,0.19069958776709017,2
104 RIVERVALE WALK,KANGKAR LRT STATION,0.20220218441992568,15
547A SEGAR RD,SEGAR LRT STATION,0.054288591294176985,11
204 SERANGOON CTRL,SERANGOON MRT STATION,0.22911856095873762,6
782 PASIR RIS ST 71,PASIR RIS MRT STATION,1.1512969038529959,1
15 UPP BOON KENG RD,KALLANG MRT STATION,0.48488023439452393,12
203 BEDOK NTH ST 1,BEDOK MRT STATION,0.21284995732284875,5
206C COMPASSVALE LANE,RANGGUNG LRT STATION,0.28878025706750243,16
430A FERNVALE LINK,LAYAR LRT STATION,0.25885089569920455,10
140 RIVERVALE ST,BAKAU LRT STATION,0.23757812190628366,22
534 JURONG WEST ST 52,LAKESIDE MRT STATION,0.6759879437142072,3
133 LOR AH SOO,KOVAN MRT STATION,1.0776914233834842,5
147 SIMEI ST 2,SIMEI MRT STATION,0.3782313369751171,8
419 BEDOK NTH ST 1,BEDOK MRT STATION,0.3891009269834172,4
832 YISHUN ST 81,KHATIB MRT STATION,0.3444819813271175,2
789 CHOA CHU KANG NTH 6,YEW TEE MRT STATION,0.2578470709499502,6
405 PASIR RIS DR 6,PASIR RIS MRT STATION,0.7486772391766412,2
913 HOUGANG ST 91,BUANGKOK MRT STATION,1.1403994956046417,10
573 PASIR RIS ST 53,PASIR RIS MRT STATION,0.38692951504155376,1
690 JURONG WEST CTRL 1,BOON LAY MRT STATION,0.3118913074686953,3
507 PASIR RIS ST 52,PASIR RIS MRT STATION,0.6554325727614827,1
666 WOODLANDS RING RD,ADMIRALTY MRT STATION,0.4739598361029431,4
28 JLN BAHAGIA,BOON KENG MRT STATION,0.7748888198669887,8
355A SEMBAWANG WAY,SEMBAWANG MRT STATION,0.13197519551307205,1
360 YISHUN RING RD,YISHUN MRT STATION,1.2035494258478165,2
803 TAMPINES AVE 4,TAMPINES WEST MRT STATION,0.08740811961129191,5
779 WOODLANDS CRES,ADMIRALTY MRT STATION,0.7700996755827186,3
652 HOUGANG AVE 8,HOUGANG MRT STATION,1.20439333109366,5
161 BT MERAH CTRL,REDHILL MRT STATION,0.6313417971668934,5
243 TAMPINES ST 21,TAMPINES MRT STATION,0.24400634423184883,5
134 GEYLANG EAST AVE 1,ALJUNIED MRT STATION,0.35015737784109713,12
426 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,0.6774463792815516,5
536 PASIR RIS DR 1,PASIR RIS MRT STATION,0.26821292402584757,4
912 HOUGANG ST 91,BUANGKOK MRT STATION,1.1215832976511055,9
665B JURONG WEST ST 64,BOON LAY MRT STATION,0.37521303633004754,2
135 YISHUN ST 11,YISHUN MRT STATION,0.4632863391869141,2
402 BEDOK NTH AVE 3,BEDOK RESERVOIR MRT STATION,0.6892624430683963,5
523 JURONG WEST ST 52,LAKESIDE MRT STATION,0.6035002623247778,3
416 TAMPINES ST 41,TAMPINES MRT STATION,0.6633275914052207,6
212 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.8919032134762073,2
891A WOODLANDS DR 50,WOODLANDS MRT STATION,0.4041200657902347,5
874 TAMPINES ST 84,TAMPINES WEST MRT STATION,1.1571310981089087,4
7 BOON KENG RD,BOON KENG MRT STATION,0.2884387024417418,14
431 HOUGANG AVE 6,HOUGANG MRT STATION,0.487066335992332,10
426 HOUGANG AVE 6,HOUGANG MRT STATION,0.2573204115076548,7
579 WOODLANDS DR 16,WOODLANDS SOUTH MRT STATION,0.4335831221534088,4
32 BEDOK STH AVE 2,BEDOK MRT STATION,0.8871450366764246,3
164 JLN TECK WHYE,PHOENIX LRT STATION,0.33825921398018033,17
35 MARINE CRES,KEMBANGAN MRT STATION,1.988186309607492,1
562 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,1.053730825304063,1
479 SEGAR RD,SEGAR LRT STATION,0.40218157830943746,10
232A SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.570157567421119,6
133 EDGEDALE PLAINS,CORAL EDGE LRT STATION,0.2463362281190381,18
78 BEDOK NTH RD,TANAH MERAH MRT STATION,0.6085083108764648,3
14 REDHILL CL,REDHILL MRT STATION,0.4369385574752392,4
220 PETIR RD,PENDING LRT STATION,0.2504988652659976,13
248 YISHUN AVE 9,YISHUN MRT STATION,1.0700690565962334,1
408 WOODLANDS ST 41,MARSILING MRT STATION,0.43929417426031125,4
41 JLN BAHAGIA,BOON KENG MRT STATION,1.016285371006979,8
984B BUANGKOK LINK,TONGKANG LRT STATION,0.9900215731290948,12
864 TAMPINES ST 83,TAMPINES MRT STATION,0.81205180936398,3
487 ADMIRALTY LINK,SEMBAWANG MRT STATION,0.8321876157929236,1
160 BT BATOK ST 11,BUKIT BATOK MRT STATION,0.8408600704163443,5
232 BISHAN ST 22,BISHAN MRT STATION,0.8560216479623004,5
618A PUNGGOL DR,OASIS LRT STATION,0.13107391429831772,19
22 MARSILING DR,MARSILING MRT STATION,1.0379923021448516,3
211C COMPASSVALE LANE,RANGGUNG LRT STATION,0.25605813687705886,16
273B BISHAN ST 24,BISHAN MRT STATION,0.777824871438961,5
138 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.531142808020764,5
509 PASIR RIS ST 52,PASIR RIS MRT STATION,0.6612442127290714,1
5 CHANGI VILLAGE RD,CHANGI AIRPORT MRT STATION,3.491268260699761,0
3A GEYLANG SERAI,EUNOS MRT STATION,0.5429813596805495,9
612B PUNGGOL DR,DAMAI LRT STATION,0.057414275576475486,20
892A WOODLANDS DR 50,WOODLANDS MRT STATION,0.28210025209232065,5
226 SIMEI ST 4,SIMEI MRT STATION,0.4155297329891377,6
308 ANG MO KIO AVE 1,ANG MO KIO MRT STATION,0.7601646075697027,5
361 BT BATOK ST 31,BUKIT GOMBAK MRT STATION,0.24341184528369358,6
242 BISHAN ST 22,ANG MO KIO MRT STATION,1.0829280554340988,4
45 LOR 5 TOA PAYOH,TOA PAYOH MRT STATION,0.7825467463014388,7
287 BT BATOK EAST AVE 3,BUKIT BATOK MRT STATION,1.0164774150679954,3
821 TAMPINES ST 81,TAMPINES WEST MRT STATION,0.5273889102716789,4
310A ANCHORVALE RD,TONGKANG LRT STATION,0.19404736050927593,13
627 PASIR RIS DR 3,PASIR RIS MRT STATION,1.2111350996510368,1
701 WOODLANDS DR 40,ADMIRALTY MRT STATION,0.5644169443774754,4
769 CHOA CHU KANG ST 54,YEW TEE MRT STATION,0.5046003627259567,10
301D PUNGGOL PL,PUNGGOL LRT STATION,0.34807383450408536,23
438 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.5847962372094598,4
95 HAVELOCK RD,TIONG BAHRU MRT STATION,0.6958803332625412,15
121 BISHAN ST 12,BISHAN MRT STATION,0.4930640051605,7
58 DAKOTA CRES,DAKOTA MRT STATION,0.1447738657028804,6
16 TOH YI DR,BEAUTY WORLD MRT STATION,0.40917224018628023,2
930 HOUGANG ST 91,HOUGANG MRT STATION,1.317845041692681,7
497C TAMPINES ST 45,TAMPINES EAST MRT STATION,0.5027985177358666,6
12A MARSILING LANE,WOODLANDS MRT STATION,1.0260389798782152,3
871 WOODLANDS ST 81,WOODLANDS MRT STATION,0.8260819677499376,4
17 HOLLAND DR,DOVER MRT STATION,0.5211196019787491,6
315 SERANGOON AVE 2,LORONG CHUAN MRT STATION,0.2504731701116113,7
329 JURONG EAST AVE 1,CHINESE GARDEN MRT STATION,0.9115305753656099,2
49 WHAMPOA STH,GEYLANG BAHRU MRT STATION,0.6974108824492984,9
307D ANCHORVALE RD,TONGKANG LRT STATION,0.12830183611609114,14
344 CLEMENTI AVE 5,CLEMENTI MRT STATION,0.5465884949574304,2
886C WOODLANDS DR 50,WOODLANDS MRT STATION,0.7130913572173977,4
316C ANCHORVALE LINK,FARMWAY LRT STATION,0.4548482749836639,18
708 CHOA CHU KANG ST 53,YEW TEE MRT STATION,0.653629696676863,9
616 ANG MO KIO AVE 4,YIO CHU KANG MRT STATION,0.8342215411164232,2
550B SEGAR RD,SEGAR LRT STATION,0.3142963763990502,11
248 BISHAN ST 22,ANG MO KIO MRT STATION,1.1731280342305557,4
646 PUNGGOL CTRL,KADALOOR LRT STATION,0.17594912140761843,14
246 SERANGOON AVE 3,SERANGOON MRT STATION,0.33405462893041954,6
124 POTONG PASIR AVE 1,POTONG PASIR MRT STATION,0.5936984401304494,8
450 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.6774464098020723,2
554 ANG MO KIO AVE 10,ANG MO KIO MRT STATION,0.969591041163633,2
215 YISHUN ST 21,YISHUN MRT STATION,0.28180759561407387,2
1G CANTONMENT RD,OUTRAM PARK MRT STATION,0.5048366482838545,14
727 YISHUN ST 71,YISHUN MRT STATION,0.5507185816954073,2
103 CLEMENTI ST 14,CLEMENTI MRT STATION,0.9471246821450361,2
852 HOUGANG CTRL,HOUGANG MRT STATION,0.23459061952459478,6
410 BT BATOK WEST AVE 4,BUKIT GOMBAK MRT STATION,0.9953393169222226,5
337A TAH CHING RD,LAKESIDE MRT STATION,0.7527793752889624,3
858 YISHUN AVE 4,KHATIB MRT STATION,0.6167940050259465,2
195 PASIR RIS ST 12,TAMPINES EAST MRT STATION,1.280908544315277,2
118 BEDOK NTH ST 2,BEDOK RESERVOIR MRT STATION,0.9003110225762558,4
108 BISHAN ST 12,BISHAN MRT STATION,0.46341517226818973,7
478 PASIR RIS DR 4,PASIR RIS MRT STATION,1.0949116980944222,1
26 TELOK BLANGAH CRES,TELOK BLANGAH MRT STATION,1.2082395195168338,6
741 WOODLANDS CIRCLE,ADMIRALTY MRT STATION,0.7142266121594946,4
528 JURONG WEST ST 52,LAKESIDE MRT STATION,0.6341954690502325,3
450 TAMPINES ST 42,TAMPINES EAST MRT STATION,0.35423871735292206,6
224 BT BATOK ST 21,BUKIT BATOK MRT STATION,0.3616592424595223,4
14B LOR 7 TOA PAYOH,TOA PAYOH MRT STATION,1.2619789110959576,6
138 POTONG PASIR AVE 3,POTONG PASIR MRT STATION,0.46652189752149453,5
423 JURONG WEST AVE 1,LAKESIDE MRT STATION,0.8826451819960397,2
28D DOVER CRES,DOVER MRT STATION,0.7260034426016607,7
8A UPP BOON KENG RD,KALLANG MRT STATION,0.24084119868994952,11
388 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.42569166653128954,5
231 SIMEI ST 4,SIMEI MRT STATION,0.3992641603484591,7
276D JURONG WEST ST 25,BOON LAY MRT STATION,1.6520485480267382,2
510 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.5460425130005448,2
961 JURONG WEST ST 92,PIONEER MRT STATION,0.7168526760065818,2
519A TAMPINES CTRL 8,TAMPINES MRT STATION,0.3820396184806388,5
298 PUNGGOL CTRL,COVE LRT STATION,0.370703059225758,23
221 YISHUN ST 21,YISHUN MRT STATION,0.4868190852167253,2
313 JURONG EAST ST 32,CHINESE GARDEN MRT STATION,0.5370355590605294,5
314C ANCHORVALE LINK,TONGKANG LRT STATION,0.4203580802346901,17
325B SENGKANG EAST WAY,FARMWAY LRT STATION,0.4958837460393284,21
609 CHOA CHU KANG ST 62,YEW TEE MRT STATION,0.3593267429481536,3
28C DOVER CRES,DOVER MRT STATION,0.7539748646433796,7
261 SERANGOON CTRL DR,SERANGOON MRT STATION,0.36324791675858786,6
120B RIVERVALE DR,BAKAU LRT STATION,0.27811578992562463,14
316A ANCHORVALE LINK,FARMWAY LRT STATION,0.5064628931784574,19
780B WOODLANDS CRES,ADMIRALTY MRT STATION,0.924128070936184,1
408B FERNVALE RD,FERNVALE LRT STATION,0.31963236117960064,7
210 PETIR RD,PENDING LRT STATION,0.5935303497583664,12
233 SERANGOON AVE 3,SERANGOON MRT STATION,0.6166525718552672,6
512 BT BATOK ST 52,BUKIT GOMBAK MRT STATION,0.5372887011080681,3
311 CANBERRA RD,SEMBAWANG MRT STATION,0.4098327065228791,1
419 FAJAR RD,FAJAR LRT STATION,0.14925800299546463,13
477A UPP SERANGOON VIEW,KANGKAR LRT STATION,0.6545162469505846,11
58 JLN MA'MOR,BOON KENG MRT STATION,1.1112131439648658,9
103 GANGSA RD,PETIR LRT STATION,0.2296817440778603,14
634 BEDOK RESERVOIR RD,UBI MRT STATION,0.6252697024388367,10
220 HOUGANG ST 21,KOVAN MRT STATION,0.36374836986308784,5
724 TAMPINES ST 71,TAMPINES MRT STATION,0.9199914204841555,3
421 BT BATOK WEST AVE 2,BUKIT GOMBAK MRT STATION,0.8798221295435661,5
453 TAMPINES ST 42,TAMPINES EAST MRT STATION,0.1199616243021901,6
171 BEDOK STH RD,TANAH MERAH MRT STATION,0.7025326580923462,2
119 MCNAIR RD,BOON KENG MRT STATION,0.5363151159708391,13
779 YISHUN AVE 2,KHATIB MRT STATION,0.5274042316812166,2
377 CLEMENTI AVE 5,CLEMENTI MRT STATION,0.4132648518002663,2
432D YISHUN AVE 1,KHATIB MRT STATION,1.492335232200212,2
254 KIM KEAT AVE,POTONG PASIR MRT STATION,1.1932984397388335,6
162 JLN TECK WHYE,PHOENIX LRT STATION,0.251855406552775,17
34 JLN BAHAGIA,BOON KENG MRT STATION,0.9453506838691677,9
517 SERANGOON NTH AVE 4,KOVAN MRT STATION,1.7342111104992635,1
134 PASIR RIS ST 11,TAMPINES EAST MRT STATION,1.0097962842164168,4
86 LOR 2 TOA PAYOH,TOA PAYOH MRT STATION,0.31723784176353687,8
467 SEGAR RD,FAJAR LRT STATION,0.4274645721523007,11
178 LOMPANG RD,BUKIT PANJANG LRT STATION,0.324558643227822,15
421 HOUGANG AVE 10,HOUGANG MRT STATION,0.5272082209828182,9
642B PUNGGOL DR,KADALOOR LRT STATION,0.14560946799174826,14
707 CHOA CHU KANG ST 53,CHOA CHU KANG MRT STATION,0.6337905055373756,10
86 C'WEALTH CL,COMMONWEALTH MRT STATION,0.24408548510592223,7
19 LIM LIAK ST,TIONG BAHRU MRT STATION,0.6256967308899813,11
871C TAMPINES ST 86,TAMPINES MRT STATION,1.3083971649754185,3
101 TAMPINES ST 11,TAMPINES MRT STATION,0.6529748377585648,7
247 BISHAN ST 22,ANG MO KIO MRT STATION,1.2113392503251093,4
183 TOA PAYOH CTRL,TOA PAYOH MRT STATION,0.17214317693949008,7
259C PUNGGOL FIELD,SOO TECK LRT STATION,0.18119265198253376,20
469 TAMPINES ST 44,TAMPINES EAST MRT STATION,0.45563031090731765,5
339 WOODLANDS AVE 1,WOODLANDS MRT STATION,0.847621987409441,4
154 JLN TECK WHYE,PHOENIX LRT STATION,0.11854717384025361,17
495A TAMPINES ST 43,TAMPINES EAST MRT STATION,0.8122600233647087,4
383 TAMPINES ST 32,TAMPINES EAST MRT STATION,0.46910502729629794,5
142 LOR AH SOO,KOVAN MRT STATION,0.8267020115222133,4
9 HAIG RD,PAYA LEBAR MRT STATION,0.5273809519756225,10
288D JURONG EAST ST 21,JURONG EAST MRT STATION,0.7528452969396114,4
102 TECK WHYE LANE,TECK WHYE LRT STATION,0.08555790086578349,14
720 TAMPINES ST 72,TAMPINES MRT STATION,0.9094332929265732,3
14 EUNOS CRES,EUNOS MRT STATION,0.37276380624111927,8
427 CHOA CHU KANG AVE 4,SOUTH VIEW LRT STATION,0.6214540546628665,5
633 HOUGANG AVE 8,KOVAN MRT STATION,1.2429434984488363,2
358 YISHUN RING RD,YISHUN MRT STATION,1.2530583950669214,2
430 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.37182231420887085,3
487B TAMPINES ST 45,TAMPINES EAST MRT STATION,0.583741983715957,5
764 CHOA CHU KANG NTH 5,YEW TEE MRT STATION,0.516479825123514,10
584 ANG MO KIO AVE 3,ANG MO KIO MRT STATION,0.4469461105185054,2
42 TELOK BLANGAH RISE,HARBOURFRONT MRT STATION,0.6177935221043571,4
30 HOLLAND CL,HOLLAND VILLAGE MRT STATION,0.4543837063880582,7
40 BEO CRES,TIONG BAHRU MRT STATION,0.32106662113915896,9
273 TOH GUAN RD,BUKIT BATOK MRT STATION,0.8504380673333367,5
120 BEDOK RESERVOIR RD,KAKI BUKIT MRT STATION,0.4797961766031397,5
390 TAMPINES AVE 7,TAMPINES EAST MRT STATION,0.33562553114067795,5
346 UBI AVE 1,UBI MRT STATION,0.44193313815575397,10
487C CHOA CHU KANG AVE 5,SOUTH VIEW LRT STATION,0.8050817106299968,5
265 YISHUN ST 22,YISHUN MRT STATION,0.8776135240606532,1
203 CLEMENTI AVE 6,CLEMENTI MRT STATION,0.7246769797339356,1
442B FAJAR RD,BANGKIT LRT STATION,0.21320658237689835,12
172 BT BATOK WEST AVE 8,CHINESE GARDEN MRT STATION,0.9480612104518519,5
987B JURONG WEST ST 93,PIONEER MRT STATION,0.30791492749869154,2
504 PASIR RIS ST 52,PASIR RIS MRT STATION,0.5897852217575411,1
210 BISHAN ST 23,BISHAN MRT STATION,0.5002044974504777,6
76 LOR LIMAU,BOON KENG MRT STATION,1.036440119869314,7
